name,city,state,ein,ntee_code,total_revenue,ntee_major,source
THE HOUSTON METHODIST HOSPITAL,HOUSTON,TX,,,,,irs_990pf
SEARCH HOMELESS SERVICES,HOUSTON,TX,,,,,irs_990pf
HEADKNOWLES FOUNDATION,HOUSTON,TX,,,,,irs_990pf
THE LYFORD CAY CLUB CHARITABLE TRUST INC,COCONUT CREEK,FL,,,,,irs_990pf
HOLLY HALL RETIREMENT COMMUNITY,HOUSTON,TX,,,,,irs_990pf
NEXT OP,HOUSTON,TX,,,,,irs_990pf
FRIENDS OF LAKE MCQUEENEY,MCQUEENEY,TX,,,,,irs_990pf
WOMEN FOR THE ARTS,TEXARKANA,TX,,,,,irs_990pf
MISCELLANEOUS DONATIONS,HOUSTON,TX,,,,,irs_990pf
BAYOU BEND COLLECTION AND GARDENS,HOUSTON,TX,,,,,irs_990pf
CYSTIC FIBROSIS FOUNDATION,HOUSTON,TX,,,,,irs_990pf
NICK FINNEGAN COUNSELING CENTERS,HOUSTON,TX,,,,,irs_990pf
ST MICHAEL S CHURCH,HOUSTON,TX,,,,,irs_990pf
THE KINKAID SCHOOL,HOUSTON,TX,,,,,irs_990pf
THE MUSEUM OF FINE ARTS,HOUSTON,TX,,,,,irs_990pf
THE RIENZI SOCIETY,HOUSTON,TX,,,,,irs_990pf
THE UNIVERSITY OF TEXAS DEVELOPMENT OFFICE,AUSTIN,TX,,,,,irs_990pf
BBB WISE GIVING ALLIANCE,ARLINGTON,VA,,,,,irs_990pf
CHARITY WATCH,CHICAGO,IL,,,,,irs_990pf
ENVIRONMENTAL DEFENSE FUND,WASHINGTON,DC,,,,,irs_990pf
INTERNATIONAL PLANNED PARENTHOOD,NEW YORK,NY,,,,,irs_990pf
INVESTIGATIVE REPORTING WORKSHOP,WASHINGTON,DC,,,,,irs_990pf
NATURE CONSERVANCY,ARLINGTON,VA,,,,,irs_990pf
OXFAM,BOSTON,MA,,,,,irs_990pf
PAN-MASS CHALLENGE JIMMY FUND,NEEDHAM,MA,,,,,irs_990pf
RESPONSIVE LAW,WASHINGTON,DC,,,,,irs_990pf
CARY MEMORIAL LIBRARY,LEXINGTON,MA,,,,,irs_990pf
KERA,BOULDER,CO,,,,,irs_990pf
DAVID DONNELLY,PRINCETON,NJ,,,,,irs_990pf
TYLER CREIGHTON,BOSTON,MA,,,,,irs_990pf
WARFIGHTER OUTFITTERS,SISTERS,OR,,,,,irs_990pf
TUCKER MAXON SCHOOL,PORTLAND,OR,,,,,irs_990pf
ALZHEIMER S ASSOCIATION,PORTLAND,OR,,,,,irs_990pf
BOYS AND GIRLS AID SOCIETY,PORTLAND,OR,,,,,irs_990pf
BROADWAY ROSE THEATRE CO,TIGARD,OR,,,,,irs_990pf
CAMPUS CRUSADE FOR CHRIST,ORLANDO,FL,,,,,irs_990pf
FRIENDLY HOUSE,PORTLAND,OR,,,,,irs_990pf
GOODWILL INDUSTRIES,PORTLAND,OR,,,,,irs_990pf
GRESHAM BARLOW EDUCATION FOUNDATION,GRESHAM,OR,,,,,irs_990pf
HAVEN UNIVERSE,ROCKVILLE,MD,,,,,irs_990pf
MEALS ON WHEELS,PORTLAND,OR,,,,,irs_990pf
MERIDIAN PARK MEDICAL FOUNDATION,PORTLAND,OR,,,,,irs_990pf
PORTLAND ROSE FESTIVAL ASSOCIATION,PORTLAND,OR,,,,,irs_990pf
PORTLAND YOUTHBUILDERS,PORTLAND,OR,,,,,irs_990pf
SALVATION ARMY,HAPPY VALLEY,OR,,,,,irs_990pf
ST ANDREW S EPISCOPAL SCHOOL,SARATOGA,CA,,,,,irs_990pf
CANDLELIGHTERS,PORTLAND,OR,,,,,irs_990pf
TRANSITIONAL YOUTH,BEAVERTON,OR,,,,,irs_990pf
CAMP ST ANDREWS,SARATOGA,CA,,,,,irs_990pf
HOPE A DEMENTIA SUPPORT GROUP,VANCOUVER,WA,,,,,irs_990pf
ST MARY S SCHOOL AT THE NATIVITY OF THE BLESSED VIRGIN MARY PARISH,MARATHON,WI,,,,,irs_990pf
SPIRIT GOLF ASSOCIATION,The Woodlands,TX,,,,,irs_990pf
SOUTH CAROLINA CHARITIES INC,Greenville,SC,,,,,irs_990pf
PEAK SWIM TEAM,Pearland,TX,,,,,irs_990pf
MONTERREY PENNISULA FOUNDATION,Monterey,CA,,,,,irs_990pf
RICE UNIVERSITY,Houston,TX,,,,,irs_990pf
CHILD ADVOCATES OF FORT BEND COUNTY,Rosenberg,TX,,,,,irs_990pf
THE EXCHANGE CLUB OF SUGAR LAND,Stafford,TX,,,,,irs_990pf
LICPOA,NORTHPORT,NY,,,,,irs_990pf
NORTHWELL HEALTH,NEW HYDE PARK,NY,,,,,irs_990pf
NORTHPORT HISTORICAL SOCIETY,NORTHPORT,NY,,,,,irs_990pf
HUNTINGTON LIGHHOUSE PRESERVATION SOCIETY,KEW GARDENS,NY,,,,,irs_990pf
DOCTORS WITHOUT BOARDERS,HAGERSTOWN,MD,,,,,irs_990pf
SHRINERS HOSPITAL FOR CHILDREN,TAMPA,FL,,,,,irs_990pf
AMERICARES,STAMFORD,CT,,,,,irs_990pf
AMERICAN SOCIETY FOR YAD VASHEN,NEW YORK,NY,,,,,irs_990pf
LOYOLA HIGH SCHOOL BLAKEFIELD,TOWSON,MD,,,,,irs_990pf
NICKLAUS CHILDREN S HEALTH CARE FOUNDATION,NORTH PALM BEACH,FL,,,,,irs_990pf
QUOGUE LIBRARY,QUOGUE,NY,,,,,irs_990pf
REAL LIFE CHILDREN S RANCH,OKEECHOBEE,FL,,,,,irs_990pf
SOCIETY OF THE FOUR ARTS,PALM BEACH,FL,,,,,irs_990pf
SOUTH FLORIDA PBS INC,MIAMI,FL,,,,,irs_990pf
THE BOYS CLUB NY,NEW YORK,NY,,,,,irs_990pf
THE MICHELLE MCGANN FUND INC,NORTH PALM BEACH,FL,,,,,irs_990pf
THE CHURCH OF JESUS CHRIST,Salt Lake City,UT,,,,,irs_990pf
JOHN HOPKINS CHILDREN S CENTER,Baltimore,MD,,,,,irs_990pf
AMERICAN DIABETES ASSOCIATION,Alexandria,VA,,,,,irs_990pf
CHARLES E SMITH LIFE COMMUNITIES,Rockville,MD,,,,,irs_990pf
SPECIAL OLYMPICS MARYLAND,Baltimore,MD,,,,,irs_990pf
RON BROWN SCOLAR FUND,Charlottesville,VA,,,,,irs_990pf
GREY STONE CHURCH,Durham,NC,,,,,irs_990pf
SIXTH I SYNAGOGUE,Washington,DC,,,,,irs_990pf
THE TREVOR PROJECT,West Hollywood,CA,,,,,irs_990pf
OTHER GRANTS 1000 EACH,Bethesda,MD,,,,,irs_990pf
A WAY OUT,ASPEN,CO,,,,,irs_990pf
ASHBY HOUSE LTD,SALINA,KS,,,,,irs_990pf
CHILD ADVOCACY PARENTING SERVICES INC,SALINA,KS,,,,,irs_990pf
CHRIST CATHEDRAL EPISCOPAL CHURCH,SALINA,KS,,,,,irs_990pf
FRIENDS OF THE SMOKY HILL MUSEUM,SALINA,KS,,,,,irs_990pf
GREATER SALINA COMMUNITY FOUNDATION,SALINA,KS,,,,,irs_990pf
KANSAS STATE UNIVERSITY FOUNDATION,MANHATTAN,KS,,,,,irs_990pf
KANSAS UNIVERSITY ENDOWMENT,LAWRENCE,KS,,,,,irs_990pf
KANSAS WESLEYAN UNIVERSITY,SALINA,KS,,,,,irs_990pf
LEGACY OF THE LAKES MUSEUM MINNESOTA LAKES MARITIME MUSEUM,ALEXANDRIA,MN,,,,,irs_990pf
ROLLING HILLS ZOO,SALINA,KS,,,,,irs_990pf
RUNESTONE MUSEUM FOUNDATION,ALEXANDRIA,MN,,,,,irs_990pf
SALINA AREA UNITED WAY,SALINA,KS,,,,,irs_990pf
SALINA ART CENTER,SALINA,KS,,,,,irs_990pf
SALINA COMMUNITY THEATRE,SALINA,KS,,,,,irs_990pf
SALINA EDUCATION FOUNDATION,SALINA,KS,,,,,irs_990pf
SALINA HABITAT FOR HUMANITY INC,SALINA,KS,,,,,irs_990pf
SALINA REGIONAL HEALTH FOUNDATION,SALINA,KS,,,,,irs_990pf
SALINA SYMPHONY,SALINA,KS,,,,,irs_990pf
SALINE COUNTY DEPARTMENT OF SENIOR SERVICES,SALINA,KS,,,,,irs_990pf
STIEFEL THEATER FOR PERFORMING ARTS,SALINA,KS,,,,,irs_990pf
SUNFLOWER ADULT DAY SERVICES,SALINA,KS,,,,,irs_990pf
THE SAINT FRANCIS FOUNDATION,SALINA,KS,,,,,irs_990pf
UNITED WAY OF DOUGLAS POPE COUNTIES,ALEXANDRIA,MN,,,,,irs_990pf
A ASLAM,Milton,GA,,,,,irs_990pf
COMPASSION INTERNATIONAL INCORPORATED,COLORADO SPRINGS,CO,,,,,irs_990pf
D OVERSTREET,Oxford,GA,,,,,irs_990pf
D TULLOH,Ronceverte,WV,,,,,irs_990pf
M SNYDER,ELGIN,IL,,,,,irs_990pf
G MCLEOD,Arab,AL,,,,,irs_990pf
GROVEPORT APOSTOLIC CHURCH,GROVEPORT,OH,,,,,irs_990pf
J COX,Los Angeles,CA,,,,,irs_990pf
M WHITE,KENNESAW,GA,,,,,irs_990pf
M CAMPBELL,Auburn,GA,,,,,irs_990pf
M MONROE,New Castle,DE,,,,,irs_990pf
S MOSS,ROCHESTER,MN,,,,,irs_990pf
MINISTRY NOW CONCEPTS INC,KENNESAW,GA,,,,,irs_990pf
M LAKS,GLASSBORO,NJ,,,,,irs_990pf
X ROWLAND,GLASSBORO,NJ,,,,,irs_990pf
S DENIZARD,Atlanta,GA,,,,,irs_990pf
S LAMAR,Phoenix,AZ,,,,,irs_990pf
S PELLETIER,Goldendale,WA,,,,,irs_990pf
G CHARLES,TOCCOA FALLS,GA,,,,,irs_990pf
S DANNENBRINK,TUCSON,AZ,,,,,irs_990pf
M SNYDER,DAYTON,OH,,,,,irs_990pf
P SNYDER,KNOXVILLE,TN,,,,,irs_990pf
J FLORES,ARLINGTON,TX,,,,,irs_990pf
K EATON,CARROLLTON,GA,,,,,irs_990pf
W SHARP,Ballground,CA,,,,,irs_990pf
BETHEL BAPTIST CHURCH,STATESBORO,GA,,,,,irs_990pf
BOYS AND GIRLS CLUB,STATESBORO,GA,,,,,irs_990pf
BULLOCH ACADEMY,STATESBORO,GA,,,,,irs_990pf
BULLOCH COUNTY SHERIFF S FOUNDATION,STATESBORO,GA,,,,,irs_990pf
CAMP TWIN LAKES,RUTLEDGE,GA,,,,,irs_990pf
CHILDREN S HEALTHCARE OF ATLANTA,ATLANTA,GA,,,,,irs_990pf
CHOICES OF THE HEART,STATESBORO,GA,,,,,irs_990pf
CONNECTIONS CHURCH,STATESBORO,GA,,,,,irs_990pf
EMORY - WINSHIP CANCER INSTITUTE,ATLANTA,GA,,,,,irs_990pf
FELLOWSHIP OF CHRISTIAN ATHLETES,STATESBORO,GA,,,,,irs_990pf
FOSTERING BULLOCH,STATESBORO,GA,,,,,irs_990pf
GSU BOTANICAL GARDENS,STATESBORO,GA,,,,,irs_990pf
GSU WESLEY FOUNDATION,STATESBORO,GA,,,,,irs_990pf
HEARTS AND HANDS,STATESBORO,GA,,,,,irs_990pf
JACOBS LADDER,SEGOLA,TX,,,,,irs_990pf
K9S FOR HEROS,ORANGE PARK,FL,,,,,irs_990pf
KT TEAM,STATESBORO,GA,,,,,irs_990pf
LBW FOUNDATION,STATESBORO,GA,,,,,irs_990pf
LUKE PROJECT 11,STATESBORO,GA,,,,,irs_990pf
MAKE A WISH,PHOENIX,AZ,,,,,irs_990pf
NAVY SEAL FOUNDATION,VIRGINIA BEACH,VA,,,,,irs_990pf
NEW BEGINNINGS IN CHRIST,STATESBORO,GA,,,,,irs_990pf
OGEECHEE AREA HOSPICE,STATESBORO,GA,,,,,irs_990pf
OGEECHEE TECHNICAL COLLEGE,STATESBORO,GA,,,,,irs_990pf
OPEN HEARTS COMMUNITY MISSION,STATESBORO,GA,,,,,irs_990pf
RMHC OF THE COASTAL EMPIRE,SAVANNAH,GA,,,,,irs_990pf
SHEPARD CENTER,ATLANTA,GA,,,,,irs_990pf
STATESBORO FUMC,STATESBORO,GA,,,,,irs_990pf
THE CTR FOR WILDLIFE EDUCATION,STATESBORO,GA,,,,,irs_990pf
THE MICHAEL J FOX FOUNDATION,HAGERSTOWN,MD,,,,,irs_990pf
THE RALLY FOUNDATION,SANDY SPRINGS,GA,,,,,irs_990pf
THE SCHENCK SCHOOL,ATLANTA,GA,,,,,irs_990pf
THE TEAL HOUSE SEXUAL ASSAULT CTR,STATESBORO,GA,,,,,irs_990pf
THRIVE CHURCH,STATESBORO,GA,,,,,irs_990pf
TRAVIS MILES FOUNDATION,HALLOWELL,ME,,,,,irs_990pf
UNITED METHODIST COR,NASHVILLE,TN,,,,,irs_990pf
WOODWARD ACADEMY,COLLEGE PARK,GA,,,,,irs_990pf
YOUNG LIFE,STATESBORO,GA,,,,,irs_990pf
BALL STATE,Muncie,IN,,,,,irs_990pf
EDGEWOOD INTERMEDIATE,Ellettsville,IN,,,,,irs_990pf
EDGEWOOD WRESTLING,Ellettsville,IN,,,,,irs_990pf
INDIANA STATE UNIVERSITY,Terre Haute,IN,,,,,irs_990pf
BOYS GIRLS CLUB OF ELLETTSVILLE,Ellettsville,IN,,,,,irs_990pf
BELL INTERMEDIATE,Martinsville,IN,,,,,irs_990pf
LIL ARTIES,Martinsville,IN,,,,,irs_990pf
CHARLESTON JAZZ,CHARLESTOWN,SC,,,,,irs_990pf
PALMETTO PROJECT,N CHARLESTON,SC,,,,,irs_990pf
SC ENVIRONMENTAL LAW PROJECT SCELP,GEORGETOWN,SC,,,,,irs_990pf
THE JED FOUNDATION,NEW YORK,NY,,,,,irs_990pf
TAC,CHARLESTON,SC,,,,,irs_990pf
KIAWAH CONERVANCY,KIAWAH ISLAND,SC,,,,,irs_990pf
KIAWAH WOMEN S FOUNDATION,KIAWAH ISLAND,SC,,,,,irs_990pf
COLLEGE OF CHARLESTON FOUNDATION HALSEY INSTITUTE,CHARLESTON,SC,,,,,irs_990pf
SOUTH CAROLINA AQUARIUM,CHARLESTON,SC,,,,,irs_990pf
SALVATION ARMY,WEST NYACK,NY,,,,,irs_990pf
UNIVERSITY OF MICHIGAN,ANN ARBOR,MI,,,,,irs_990pf
FOUNDATION DELTA DELTA DELTA,DALLAS,TX,,,,,irs_990pf
ELEVEN SCHOLARSHIP RECIPIENTS,PITTSBURGH,PA,,,,,irs_990pf
721 MINISTRIES,GREENVILLE,SC,,,,,irs_990pf
CANCER SUPPORT COMMUNITY ATLANTA,ATLANTA,GA,,,,,irs_990pf
CHILDREN OF PROMISE,PRINSBURG,MN,,,,,irs_990pf
DEE NORTON CHILD ADVOCACY CENTER,CHARLESTON,SC,,,,,irs_990pf
EAST COOPER COMMUNITY OUTREACH,MT PLEASANT,SC,,,,,irs_990pf
FAITH MEMORIAL CHAPEL,CEDAR MTN,NC,,,,,irs_990pf
GATEWAY HOUSE,GREENVILLE,SC,,,,,irs_990pf
GHS - KELLETT SCHOLARSHIP ENDOWMENT,GREENVILLE,SC,,,,,irs_990pf
HALOS,N CHARLESTON,SC,,,,,irs_990pf
HANDS ON ATLANTA,ATLANTA,GA,,,,,irs_990pf
HUGHES ACADEMY,GREENVILLE,SC,,,,,irs_990pf
PLEASANT VALLEY CONNECTION,GREENVILLE,SC,,,,,irs_990pf
SAFE HARABOR,GREENVILLE,SC,,,,,irs_990pf
SAFE HAVEN FAMILY SHELTER,NASHVILLE,TN,,,,,irs_990pf
SALAMA URBAN MINISTRIES,NASHVILLE,TN,,,,,irs_990pf
SHARE,GREENVILLE,SC,,,,,irs_990pf
TRANSYLVANIA HABITAT FOR HUMANITY,BREVARD,NC,,,,,irs_990pf
WATER MISSIONS INTERNATIONAL,N CHARLESTON,SC,,,,,irs_990pf
USC UPSTATE SCHOLARSHIP,SPARTANBURG,SC,,,,,irs_990pf
CLEMSON UNIVERSITY SCHOLARSHIP,CLEMSON,SC,,,,,irs_990pf
FIRST PRESBYTERIAN CHURCH,GREENVILLE,SC,,,,,irs_990pf
SARA COLLINS ELEMENTARY,GREENVILLE,SC,,,,,irs_990pf
CRU,ORLANDO,FL,,,,,irs_990pf
FOUNDATION FOR REFORMED THEOLOGY,RICHMOND,VA,,,,,irs_990pf
LANDRUM UNITED METHODIST CHURCH,LANDRUM,SC,,,,,irs_990pf
TRIUNE MERCY CENTER,GREENVILLE,SC,,,,,irs_990pf
GRACE CHURCH,GREENVILLE,SC,,,,,irs_990pf
CLEMENT S KINDNESS,GREENVILLE,SC,,,,,irs_990pf
CARE AND SHARE,COLORADO SPRINGS,CO,,,,,irs_990pf
CROSSFIRE MINISTRIES INC,COLORADO SPRINGS,CO,,,,,irs_990pf
LOS POBRES INC,AVONDALE,CO,,,,,irs_990pf
PIKES PEAK HOSPICE PALL,COLORADO SPRINGS,CO,,,,,irs_990pf
SOUTHERN COLORADO YOUTH F,COLORADO SPRINGS,CO,,,,,irs_990pf
THE EMPTY STOCKING FUND,COLORADO SPRINGS,CO,,,,,irs_990pf
CHILDREN S CHARITIES FOUNDATION,WASHINGTON,DC,,,,,irs_990pf
GEORGE HW BUSH LIBRARY FDN,COLLEGE STATEION,TX,,,,,irs_990pf
COVENANT HOUSE,WASHINGTON,DC,,,,,irs_990pf
SALVATION ARMY,WASHINGTON,DC,,,,,irs_990pf
CIVITAN,BIRMINGHAM,AL,,,,,irs_990pf
URSULA LANDSRATH ANIMAL RESCUE,LEESBURG,VA,,,,,irs_990pf
AUXILIARY OF THE WOMAN S BOARD OF RUMC,CHICAGO,IL,,,,,irs_990pf
CFA EDUCATION FOUNDATION INC,NEW YORK,NY,,,,,irs_990pf
CHICAGO CREATIVE REUSE EXCHANGE,CHICAGO,IL,,,,,irs_990pf
CHICAGO VETERANS,CHICAGO,IL,,,,,irs_990pf
DUCKS UNLIMITED INC,MEMPHIS,TN,,,,,irs_990pf
ILLINOIS LEGAL AID ONLINE,CHICAGO,IL,,,,,irs_990pf
ISRAEL CANCER RESEARCH FUND,NORTHFIELD,IL,,,,,irs_990pf
JDRF,CHICAGO,IL,,,,,irs_990pf
LEBANON BAPTIST CHURCH,CHICAGO,IL,,,,,irs_990pf
METROPOLITAN FAMILY SERVICES,CHICAGO,IL,,,,,irs_990pf
SHRIVER CENTER,CHICAGO,IL,,,,,irs_990pf
SSM HEALTH CARDINAL GLENNON CHILDREN S FOUNDATION,CHICAGO,IL,,,,,irs_990pf
THE CHICAGO BAR FOUNDATION,CHICAGO,IL,,,,,irs_990pf
THE INNER VOICE,CHICAGO,IL,,,,,irs_990pf
THE LUCILE PACKARD FOUNDATION FOR CHILDREN S HEALTH,PALO ALTO,CA,,,,,irs_990pf
WORLD BUSINESS CHICAGO,CHICAGO,IL,,,,,irs_990pf
SOAR FOUNDATION,Union City,CA,,,,,irs_990pf
VENTANA WILDLIFE SOCIETY,Monterey,CA,,,,,irs_990pf
MD ANDERSON CANCER CENTER,Houston,TX,,,,,irs_990pf
SHELTER MINISTRIES OF DALLAS,Dallas,TX,,,,,irs_990pf
CAMP MAK- A-DREAM,MISSOULA,MT,,,,,irs_990pf
MY POSSIBILITIES,PLANO,TX,,,,,irs_990pf
RICK ALTIZER MINISTRIES,KANEOHE,HI,,,,,irs_990pf
INSPIRE INTERNATIONAL MINISTRIES,TULSA,OK,,,,,irs_990pf
AGAPE SERVICE FOUNDATION,RUSSELLVILLE,KY,,,,,irs_990pf
CONCERNED CITIZENS OF LOGAN COUNTY,RUSSELLVILLE,KY,,,,,irs_990pf
AGLOW INTERNATIONAL,EDMPNDS,WA,,,,,irs_990pf
CAPSTONE MINISTRIES INTERNALTIONAL,TULSA,OK,,,,,irs_990pf
COVENANT LIFE CHURCH,SUWANEE,GA,,,,,irs_990pf
FEED A CHILD,RED OAK,TX,,,,,irs_990pf
GALILEAN CHILDRENS HOPE,LIBERTY,KY,,,,,irs_990pf
GOOD SAMARITIAN OUTREACH,RUSSELLVILLE,KY,,,,,irs_990pf
IOM CHARLES SIMPSON MINISTRIES,MOBILE,AL,,,,,irs_990pf
JESUS COMMUNITY CENTER,RUSSELLVILLE,KY,,,,,irs_990pf
LOGAN COUNTY GOOD SAMARITAN,RUSSELLVILLE,KY,,,,,irs_990pf
NASHVILLE RESCUE MISSION,NASHVILLE,TN,,,,,irs_990pf
LIVING WORD MISSIONS,WILMINGTON,MA,,,,,irs_990pf
MISSION GENERATION,NORMAN,OK,,,,,irs_990pf
NEUROHOPE REHABILITATION REDEFINED,INDIANAPOLIS,IN,,,,,irs_990pf
RISING SON CHURCH,PRESTONSBURG,KY,,,,,irs_990pf
WORLD CHALLENGE INC,LINDALE,TX,,,,,irs_990pf
YOUTHVISION INTERNATIONAL INC,CATOOSA,OK,,,,,irs_990pf
CITY LORE,New York,NY,,,,,irs_990pf
POTAWATOMI ZOOLOIGAL SOCIETY,SOUTH BEND,IN,,,,,irs_990pf
FEED THE HUNGRY,SOUTH BEND,IN,,,,,irs_990pf
GULL LAKE MINISTRIES,HICKORY CORNERS,MI,,,,,irs_990pf
CHILDHELP,Phoenix,AZ,,,,,irs_990pf
DON AND SANDY PYLE CHARITY FOUNDATI,Stevensville,MD,,,,,irs_990pf
ABRAMSON SENIOR CARE,NORTH WALES,PA,,,,,irs_990pf
ALLIANCE FOR DECISION EDUCATION,BALA CYNWYD,PA,,,,,irs_990pf
AMERICAN FRIENDS OF KUPAT HA IR,BROOKLYN,NY,,,,,irs_990pf
AMERICAN JEWISH COMMITTEE,NEW YORK,NY,,,,,irs_990pf
BIRTHRIGHT ISRAEL FOUNDATION,NEW YORK,NY,,,,,irs_990pf
CHILDREN S CRISIS TREATMENT CENTER,PHILADELPHIA,PA,,,,,irs_990pf
CHILDREN S HOSPITAL OF PHILADELPHIA FOUNDATION,PHILADELPHIA,PA,,,,,irs_990pf
CONGREGATION BETH SOLOMON,PHILADELPHIA,PA,,,,,irs_990pf
EMILY S ENTOURAGE,MERION STATION,PA,,,,,irs_990pf
ENVISION EDUCATION,OAKLAND,CA,,,,,irs_990pf
FREE LIBRARY OF PHILADELPHIA,PHILADELPHIA,PA,,,,,irs_990pf
FRIENDS OF THE CYNWYD HERITAGE TRAIL,BALA CYNWYD,PA,,,,,irs_990pf
INSTITUTE FOR ADVANCED STUDY,PRINCETON,NJ,,,,,irs_990pf
INTERFAITH PHILADELPHIA,PHILADELPHIA,PA,,,,,irs_990pf
JAPAN AMERICA SOCIETY OF GREATER PHILADELPHIA,PHILADELPHIA,PA,,,,,irs_990pf
JEWISH FEDERATION OF GREATER PHILADELPHIA,PHILADELPHIA,PA,,,,,irs_990pf
JEWISH NATIONAL FUND,NEW YORK,NY,,,,,irs_990pf
JUDITH CREED HORIZONS FOR ACHIEVING INDEPENDENCE,BRYN MAWR,PA,,,,,irs_990pf
MURAL ARTS PHILADELPHIA,PHILADELPHIA,PA,,,,,irs_990pf
PHILADELPHIA SCHOOL PARTNERSHIP,PHILADELPHIA,PA,,,,,irs_990pf
PHILADELPHIA THEATRE COMPANY,PHILADELPHIA,PA,,,,,irs_990pf
PLANNED PARENTHOOD,NEW YORK,NY,,,,,irs_990pf
PROJECT HOME,PHILADELPHIA,PA,,,,,irs_990pf
THE CLAY STUDIO,PHILADELPHIA,PA,,,,,irs_990pf
THE PRINT CENTER,PHILADELPHIA,PA,,,,,irs_990pf
THE ROCK SCHOOL FOR DANCE EDUCATION,PHILADELPHIA,PA,,,,,irs_990pf
THE WISTAR INSTITUTE,PHILADELPHIA,PA,,,,,irs_990pf
THOMAS JEFFERSON UNIVERSITY HOSPITAL,PHILADELPHIA,PA,,,,,irs_990pf
WHYY,PHILADELPHIA,PA,,,,,irs_990pf
WXPN,PHILADELPHIA,PA,,,,,irs_990pf
YALE UNIVERSITY,NEW HAVEN,CT,,,,,irs_990pf
YOUNG SCHOLARS CHARTER SCHOOL,PHILADELPHIA,PA,,,,,irs_990pf
BREWSTER ACADEMY,WOLFEBORO,NH,,,,,irs_990pf
KIMBALL UNION ACADEMY,MERIDEN,NH,,,,,irs_990pf
FAY SCHOOL,SOUTHBOROUGH,MA,,,,,irs_990pf
TEACHERS DELEGATION,WEST HEMPSTEAD,NY,,,,,irs_990pf
BETHESDA HOSPITAL FOUNDATION,boynton beach,FL,,,,,irs_990pf
ROUND HILL COMMUNITY CHURCH,Greenwich,CT,,,,,irs_990pf
FACESNYU,New York,NY,,,,,irs_990pf
STAMFORD CT VETRENS PARK,STAMFORD,CT,,,,,irs_990pf
GREENWICH COUNTRY DAY SCHOOL,greenwich,CT,,,,,irs_990pf
SUDC FOUNDATION,ROSELAND,NJ,,,,,irs_990pf
SEMPER FI FUND,oceanside,CA,,,,,irs_990pf
STANFORD UNIVERSITY,Stanford,CA,,,,,irs_990pf
GREENWICH UNITED WAY,Greenwich,CT,,,,,irs_990pf
KIDS OF KATHMANDU REBUILDING SCHOOLS,Brooklyn,NY,,,,,irs_990pf
ROWLAND HALL SCHOOL ANNUAL FUND,Salt Lake City,UT,,,,,irs_990pf
EDUCATE BWINDI,Chicago,IL,,,,,irs_990pf
NAME SEE ATTACHED SCHEDULE 1,LAKE SUCCESS,NY,,,,,irs_990pf
ALLIANCE FOR YOUNG ARTIST WRITERS,NEW YORK,NY,,,,,irs_990pf
ACLU FOUNDATION,NEW YORK,NY,,,,,irs_990pf
AMERICAN PRAIRIE RESERVE,BOZEMAN,MT,,,,,irs_990pf
AT HOME ON THE SOUND,LARCHMONT,NY,,,,,irs_990pf
AMERICAN PHILATELIC SOCIETY,BELLEFONTE,PA,,,,,irs_990pf
ANN S PLACE,DANBURY,CT,,,,,irs_990pf
BIG BROTHER BIG SISTER OF METROPOLITAN CHICAGO,CHICAGO,IL,,,,,irs_990pf
COMMUNITY FOUNDATION OF DUTCHESS COUNTY,POUGHKEEPSIE,NY,,,,,irs_990pf
DANA FARBER FOUNDATION,BOSTON,MA,,,,,irs_990pf
SCHOLASTIC ARTIST WRITERS AWARDS,NEW YORK,NY,,,,,irs_990pf
FOUNDATION FOR VASSAR BROS MEDICAL CENTER,POUGHKEEPSIE,NY,,,,,irs_990pf
FROST SCIENCE MUSEUM FOUNDATION,MIAMI,FL,,,,,irs_990pf
BIG BROTHER BIG SISTER OF MAINE,CAMDEN,ME,,,,,irs_990pf
BURKE REHABILITATION HOSPITAL,WHITE PLAINS,NY,,,,,irs_990pf
HOPE FOR HEROES FOUNDATION,BILLINGS,NY,,,,,irs_990pf
JUVENILE DIABETES RESEARCH FOUNDATION,NEW YORK,NY,,,,,irs_990pf
LARCHMONT VOLUNTEER AMBULANCE CORPS,LARCHMONT,NY,,,,,irs_990pf
MUSEUM OF JEWISH HERITAGE,NEW YORK,NY,,,,,irs_990pf
NATIONAL PANCREATIC CANCER FOUNDATION,LOGMONT,CO,,,,,irs_990pf
MANHATTAN THEATER CLUB,NEW YORK,NY,,,,,irs_990pf
MAX MACCOBY MEMORIAL FOUNDATION,MOUNT VERNON,NY,,,,,irs_990pf
MULLERWORKS FOUNDATION,NEW YORK,NY,,,,,irs_990pf
NEW ROCHELLE GOODWILL,NEW ROCHELLE,NY,,,,,irs_990pf
NEW YORK BOTANICAL GARDENS,BRONX,NY,,,,,irs_990pf
PACE UNIVERSITY,NEW YORK,NY,,,,,irs_990pf
NYU LANGONE HEALTH SYSTEMS,NEW YORK,NY,,,,,irs_990pf
OMEGA INSTITUTE,RHINEBECK,NY,,,,,irs_990pf
POLICE ATHLETIC LEAGUE,NEW YORK,NY,,,,,irs_990pf
POMFRET SCHOOL,POMFRET CENTER,CT,,,,,irs_990pf
ROLFE PANCREATIC CANCER FOUNDATION,CHICAGO,IL,,,,,irs_990pf
SISTERS OF CHARITY NEW YORK,BRONX,NY,,,,,irs_990pf
