name,city,state,ein,ntee_code,total_revenue,ntee_major,source
RIVER OAKS FOUNDATION,HOUSTON,TX,,,,,irs_990pf
RONALD MCDONALD HOUSE OF HOUSTON,HOUSTON,TX,,,,,irs_990pf
SALVATION ARMY GREATER HOUSTON,HOUSTON,TX,,,,,irs_990pf
SALVATION ARMY OF AUSTIN,AUSTIN,TX,,,,,irs_990pf
SAM HOUSTON AREA COUNCIL BOY SCOUTS,HOUSTON,TX,,,,,irs_990pf
TEXAS HUMANE HEROES,LEANDER,TX,,,,,irs_990pf
THE WOODS PROJECT,HOUSTON,TX,,,,,irs_990pf
THUNDERING PAWS,DRIPPING SPRINGS,TX,,,,,irs_990pf
TRIPLE ME MAC EQUINE SANCTUARY,SPRING BRANCH,TX,,,,,irs_990pf
UNIVERSITY OF HOUSTON - COLLEGE OF NURSING,SUGAR LAND,TX,,,,,irs_990pf
UNIVERSITY OF TEXAS - AUSTIN - COLLEGE OF NATURAL SCIENCES,AUSTIN,TX,,,,,irs_990pf
MAT BACKERS WISC RAPIDS WRESTLING CLUB,Wisconsin Rapids,WI,,,,,irs_990pf
FAMILY PROMISE OF WASHINGTON COUNTY,West Bend,WI,,,,,irs_990pf
CASA GUADALUPE EDUCATION CENTER,West Bend,WI,,,,,irs_990pf
CHILDRENS HOSPITAL OF WISC FOUNDATION,Milwaukee,WI,,,,,irs_990pf
UNITED SPECIAL SPORTSMAN ALLIANCE,Pittsville,WI,,,,,irs_990pf
BIG BROTHERS BIG SISTERS,Tampa,FL,,,,,irs_990pf
ANCHOR OF HOPE,Sheboygan,WI,,,,,irs_990pf
RICHFIELD HISTORICAL SOCIETY,Richfield,WI,,,,,irs_990pf
VETERANS OUTREACH OF WISCONSIN,Racine,WI,,,,,irs_990pf
SECURE FUTURES FOUNDATION,Milwaukee,WI,,,,,irs_990pf
USHJA FOUNDATION,Lexington,KY,,,,,irs_990pf
MITCHELL ATHLETIC BOOSTER CLUB,Racine,WI,,,,,irs_990pf
COMMUNITY COUNSELING SOLUTIONS,Heppner,OR,,,,,irs_990pf
REINS EQUINE ASSISTED THERAPY INC,Sheboygan Falls,WI,,,,,irs_990pf
GLENAYRE EQUESTRIAN PROGRAM,Lumberton,NJ,,,,,irs_990pf
NATIONAL HORSE SHOW,Lexington,KY,,,,,irs_990pf
NEW SONG COUNSELING CENTER,Mt Sterling,KY,,,,,irs_990pf
CROSSROADS ELEMENTARY,Owingsville,KY,,,,,irs_990pf
SECOND HARVEST INLAND NW,SPOKANE,WA,,,,,irs_990pf
BURGH BEES,PITTSBURGH,PA,,,,,irs_990pf
CAT ADOPTION TEAM,SHERWOOD,OR,,,,,irs_990pf
CHAUTAUQUA STRIDERS INC,JAMESTOWN,NY,,,,,irs_990pf
HELOTES HUMANE SOCIETY,SAN ANTONIO,TX,,,,,irs_990pf
IDAY DREAM,COVINGTON,WA,,,,,irs_990pf
IDW-CERT INDIAN WELLS,RIDGECREST,CA,,,,,irs_990pf
JACKSON STREET YOUTH SERVICES,ALBANY,OR,,,,,irs_990pf
MURIGTA ASB SPRINGS CHARTER SCHOOLS,MURRIETA,CA,,,,,irs_990pf
NORTH HELPLINE,SEATTLE,WA,,,,,irs_990pf
SPOKANE ANGELS,SPOKANE,WA,,,,,irs_990pf
TEEN REACH,SHERWOOD,OR,,,,,irs_990pf
WITH LOVE OREGON,TIGARD,OR,,,,,irs_990pf
COLORSCAPES CHENANGO ARTS FESTIVAL,NORWICH,NY,,,,,irs_990pf
FRIENDS OF ROGERS ENVIRONMENTAL,SHERBURNE,NY,,,,,irs_990pf
UNITED CHURCH CHRIST 1ST CONG,NORWICH,NY,,,,,irs_990pf
BRAINBRIDGE-GUILFORD CENTRAL SCHOOL DIST,BAINBRIDGE,NY,,,,,irs_990pf
NYS VETERANS HOME,OXFORD,NY,,,,,irs_990pf
HOSPICE OF CHENANGO COUNTY,NORWICH,NY,,,,,irs_990pf
EMMANUEL EPISCOPAL CHURCH,NORWICH,NY,,,,,irs_990pf
NORWICH YMCA,NORWICH,NY,,,,,irs_990pf
CHENANGO COUNTY HISTORICAL ASSN,NORWICH,NY,,,,,irs_990pf
NYERONGSHA INSTITUTE CHILDRENS FUND,BERKELEY,CA,,,,,irs_990pf
NATIONAL CASAGAL ASSOC CHILDREN,SEATTLE,WA,,,,,irs_990pf
ECHO SHELTER,ATASCADERO,CA,,,,,irs_990pf
INST OF PERMACULTURE EDUCATION,PORTLAND,OR,,,,,irs_990pf
USANA TRUE HEALTH FOUNDATION,SALT LAKE CITY,UT,,,,,irs_990pf
CONTRIBUTIONS OF 5000 OR LESS,BOCA RATON,FL,,,,,irs_990pf
MORGAN STANLEY GLOBAL IMPACT FUNDING TRUST INC CO DRINKER BIDDLE REATH LL,NEW YORK,NY,,,,,irs_990pf
MY STEP FOUNDATION INC,NORTH HOLLYWOOD,CA,,,,,irs_990pf
KENT STATE UNIVERSITY,KENT,OH,,,,,irs_990pf
THE UNIVERSITY OF AKRON,AKRON,OH,,,,,irs_990pf
WINDING CREEK PTO,Mechanicsburg,PA,,,,,irs_990pf
ACHIEVE MIAMI INC,MIAMI,FL,,,,,irs_990pf
BOLTON VOLUNTEER FIRE DEPARTMENT,BOLTON LANDING,NY,,,,,irs_990pf
CITY AND COUNTRY SCHOOL INC,NEW YORK,NY,,,,,irs_990pf
DOUBLE H RANCH,WILLISTON,VT,,,,,irs_990pf
EL SISTEMA USA,DURNHAM,NC,,,,,irs_990pf
FOUNDATION FOR NEW EDUCATION INITIATIVES,MIAMI,FL,,,,,irs_990pf
GLENS FALLS HOSPITAL FOUNDATION,GLENS FALLS,NY,,,,,irs_990pf
GLENS FALLS SYMPHONY ORCHESTRA,GLENS FALLS,NY,,,,,irs_990pf
GLENS FALLS YOUTH CENTER,GLENS FALLS,NY,,,,,irs_990pf
HOLOCAUST MEMORIAL MIAMI BEACH,MIAMI BEACH,FL,,,,,irs_990pf
INSTITUTE OF CONTEMPORARY ART,BOSTON,MA,,,,,irs_990pf
INTERLOCHEN CENTER FOR THE ARTS,INTERLOCHEN,MI,,,,,irs_990pf
LAKE GEORGE ASSOCIATION,LAKE GEORGE,NY,,,,,irs_990pf
MARLBORO MUSIC SCHOOL FESTIVAL,MARLBORO,VT,,,,,irs_990pf
MASTER CHORALE OF SOUTH FLORIDA INC,FORT LAUDERDALE,FL,,,,,irs_990pf
MIAMI MUSIC PROJECT,MIAMI,FL,,,,,irs_990pf
NU DECO ENSEMBLE,MIAMI,FL,,,,,irs_990pf
OJAI MUSIC FESTIVAL,OJAI,CA,,,,,irs_990pf
OVERTOWN YOUTH CENTER,MIAMI,FL,,,,,irs_990pf
PLAY ON PHILLY,PHILADELPHIA,PA,,,,,irs_990pf
PROPUBLICA,NEW YORK,NY,,,,,irs_990pf
ROCK AND ROLL HALL OF FAME AND MUSEUM INC,CLEVELAND,OH,,,,,irs_990pf
SAN DIEGO YOUTH SYMPHONY,SAN DIEGO,CA,,,,,irs_990pf
SARATOGA PERFORMING ARTS CENTER,SARATOGA SPRINGS,NY,,,,,irs_990pf
SUE LEONARD MILLER CENTER FOR JUDAIC STUDIES,MIAMI,FL,,,,,irs_990pf
TEACH FOR AMERICA INC,NEW YORK,NY,,,,,irs_990pf
TEMPLE BETH AM,PINECREST,FL,,,,,irs_990pf
THE FUND FOR LAKE GEORGE,LAKE GEORGE,NY,,,,,irs_990pf
TEMPLE BETH EL,GLENS FALLS,NY,,,,,irs_990pf
THE MIAMI FOUNDATION,MIAMI,FL,,,,,irs_990pf
THE MANAGEMENT CENTER,WASHINGTON,DC,,,,,irs_990pf
THIRD WAY INSTITUTE,WASHINGTON,DC,,,,,irs_990pf
TOWN HALL FOUNDATION,NEW YORK,NY,,,,,irs_990pf
UNITED WAY OF MIAMI-DADE,MIAMI,FL,,,,,irs_990pf
UP YONDA FARM,BOLTON LANDING,NY,,,,,irs_990pf
A BETTER CHANCE,DARIEN,CT,,,,,irs_990pf
DARIAN LAND TRUST,DARIEN,CT,,,,,irs_990pf
DARIEN ARTS CENTER,DARIEN,CT,,,,,irs_990pf
DARIEN EMERGENCY MEDICAL SVCS,DARIEN,CT,,,,,irs_990pf
DARIEN POLICE ASSOCIATION,DARIEN,CT,,,,,irs_990pf
HEIFER INTL,LITTLE ROCK,AR,,,,,irs_990pf
UNITED CHURCH OF ROWAYTON,ROWAYTON,CT,,,,,irs_990pf
THE CENTER FOR SEXUAL ASSAULT,STAMFORD,CT,,,,,irs_990pf
GRASSROOTS TENNIS EDUCATION,NORWALK,CT,,,,,irs_990pf
JOSHUA HOUSE FUND,DARIEN,CT,,,,,irs_990pf
INSEAD MANAGEMENT EDUCATION,NEW YORK,NY,,,,,irs_990pf
INDIAN CIRCLE FOR CARING,WALTHAM,MA,,,,,irs_990pf
BIDADA INTERNATIONAL FOUNDATION,CYPRESS,CA,,,,,irs_990pf
IMANE,WALTHAM,MA,,,,,irs_990pf
SATSANG,WOBURN,MA,,,,,irs_990pf
WE CARE CHARITY,SALEM,NH,,,,,irs_990pf
SAHELI,Burlington,MA,,,,,irs_990pf
HINDI MANCH,Lexington,MA,,,,,irs_990pf
SRI LAXMI TEMPLE,ASHLAND,MA,,,,,irs_990pf
ISSO SHRI SWAMINARAYAN HINDU TEMPLE,LOWELL,MA,,,,,irs_990pf
CUTANEOUS LYMPHOMA FOUNDATION,BIRMINGHAM,MI,,,,,irs_990pf
LAKE MAGDELENE CHURCH,TAMPA,FL,,,,,irs_990pf
JUDEO CHRISTIAN HEALTH,TAMPA,FL,,,,,irs_990pf
METROPOLITAN MINISTRIES,TAMPA,FL,,,,,irs_990pf
CROWN FINANCIAL MINISTRIES,GAINESVILLE,GA,,,,,irs_990pf
FOCUS ON THE FAMILY,OMAHA,NE,,,,,irs_990pf
INSIGHT FOR THE LIVING,PLANO,TX,,,,,irs_990pf
ST ODILIA SCHOOL,ST PAUL,MN,,,,,irs_990pf
COLLEGE ACCESS 529 PLANS,PALM HARBOR,FL,,,,,irs_990pf
ARCS FOUNDATION INC,POTOMAC,MD,,,,,irs_990pf
FEMINIST WOMEN S HEALTH CENTER,ATLANTA,GA,,,,,irs_990pf
SPECIAL HOCKEY MONTGOMERY INC,BETHESDA,MD,,,,,irs_990pf
WASHINGTON ENGLISH CENTER,WASHINGTON,DC,,,,,irs_990pf
RESET,WASHINGTON,DC,,,,,irs_990pf
GIRLS ON THE RUN LA,PASADENA,CA,,,,,irs_990pf
EDUCATIONAL FUND TO STOP GUN VIOLENCE,WASHINGTON,DC,,,,,irs_990pf
MIKVA CHALLENGE GRANT FOUNDATION DC,CHICAGO,IL,,,,,irs_990pf
IMAGINE LA,LOS ANGELES,CA,,,,,irs_990pf
NEW ENDEAVORS BY WOMEN,WASHINGTON,DC,,,,,irs_990pf
CHILDREN S SCIENCE CENTER,FAIRFAX,VA,,,,,irs_990pf
ART ENABLES DC,WASHINGTON,DC,,,,,irs_990pf
OPEN CITY ADVOCATES,WASHINGTON,DC,,,,,irs_990pf
JUNIOR ACHIEVEMENT OF UPSTATE SOUTH CAROLINA,GREENVILLE,SC,,,,,irs_990pf
CALVARY WOMEN S SERVICES,WASHINGTON,DC,,,,,irs_990pf
DISABILITY RESOURCE CENTER,FREDERICKSBURG,VA,,,,,irs_990pf
AUSTIN COMMUNITY COLLEGE FOUNDATION,AUSTIN,TX,,,,,irs_990pf
AUSTIN HIGH FOOTBALL BOOSTERS INC,AUSTIN,TX,,,,,irs_990pf
CHILDREN S MEDICAL CENTER FOUNDATION,AUSTIN,TX,,,,,irs_990pf
EPISCOPAL THEOLOGICAL SEMINARY OF THE SOUTHWEST,AUSTIN,TX,,,,,irs_990pf
GOOD SHEPHERD EPISCOPAL CHURCH,AUSTIN,TX,,,,,irs_990pf
HILL COUNTRY SCIENCE MILL,JOHNSON,TX,,,,,irs_990pf
PEOPLES COMMUNITY CLINIC,AUSTIN,TX,,,,,irs_990pf
ST DAVID S FOUNDATION,AUSTIN,TX,,,,,irs_990pf
TEXAS TRIBUNE INC,AUSTIN,TX,,,,,irs_990pf
THE UNIVERSITY OF TEXAS AT AUSTIN,AUSTIN,TX,,,,,irs_990pf
MOSQUITO HILL NATURE CENTER,New London,WI,,,,,irs_990pf
THE NEIGHBORHOOD CHRISTIAN CLINIC,Phoenix,AZ,,,,,irs_990pf
CHILDREN S WELFARE DEVELOPMENT FUND,Elmhurst,IL,,,,,irs_990pf
FRANCISCAN RENEWAL CENTER,Scottsdale,AZ,,,,,irs_990pf
WISCONSIN BLACK HISTORICAL SOCIETY,Milwaukee,WI,,,,,irs_990pf
MERCY MEMORIAL BAPTIST CHURCH,Milwaukee,WI,,,,,irs_990pf
DETAILS OF CONTRIBUTIONS TO CHARITABLE ORGANIZATIONS AVAILABLE UPON REQUEST,NEW YORK,NY,,,,,irs_990pf
THE AWAKEN SOCIETY,RENO,NV,,,,,irs_990pf
PINELLAS COMMUNITY FOUNDATION INC,CLEARWATER,FL,,,,,irs_990pf
UNIVERSITY OF NEBRASKA FO,KEARNEY,NE,,,,,irs_990pf
ST JAMES CATHOLIC CHURCH,KEARNEY,NE,,,,,irs_990pf
CITY OF KEARNEY PUBLIC LI,KEARNEY,NE,,,,,irs_990pf
KEARNEY COMMUNITY THEATRE,KEARNEY,NE,,,,,irs_990pf
FT KEARNEY AMERICAN RED C,KEARNEY,NE,,,,,irs_990pf
AMERICAN CANCER SOCIETY,KEARNEY,NE,,,,,irs_990pf
AMERICAN HEART ASSOCIATION,OMAHA,NE,,,,,irs_990pf
SPENCER SMITH,MATTOON,IL,,,,,irs_990pf
MATTOON HIGH SCHOOL,MATTOON,IL,,,,,irs_990pf
STUDENT STATESMANSHIP INSTITUTE,LANSING,MI,,,,,irs_990pf
COSTA RICAN SCHOOL OF OPPORTUNITIES,ATLANTA,GA,,,,,irs_990pf
ANIMALS RULES,SAN PEDRO,CA,,,,,irs_990pf
DOWNTOWN WOMENS CENTER,LOS ANGELES,CA,,,,,irs_990pf
CHP 11-99 FOUNDATION,FULLERTON,CA,,,,,irs_990pf
HONORARY DEPUTY SHERIFFS,SAN DIEGO,CA,,,,,irs_990pf
HORIZON CHRISTIAN FELLOWSHIP,RANCHO SANTA FE,CA,,,,,irs_990pf
SAN DIEGO RESCUE MISSION,SAN DIEGO,CA,,,,,irs_990pf
SAN DIEGO ZOO,SAN DIEGO,CA,,,,,irs_990pf
STORMEYE INSTITUTE,CHARLESTON,SC,,,,,irs_990pf
THE OLD GLOBE,SAN DIEGO,CA,,,,,irs_990pf
WOUNDED WARRIOR PORJECT,JACKSONVILLE,FL,,,,,irs_990pf
THE LEGACY FOUNDATION,DEL MAR,CA,,,,,irs_990pf
BRENDA ADELMAN,GUERNEVILLE,CA,,,,,irs_990pf
FLORA COKER,MILWAUKEE,WI,,,,,irs_990pf
GLEN WEAVER,SEBASTOPOL,CA,,,,,irs_990pf
KAITLYN THERIAULT,Templeton,MA,,,,,irs_990pf
CAITLIN MURPHY,Templeton,MA,,,,,irs_990pf
ANTHONY COLLINS,Baldwinville,MA,,,,,irs_990pf
HANNAH BENNETT,Templeton,MA,,,,,irs_990pf
CASSANDRA PENTTILA,Templeton,MA,,,,,irs_990pf
ADRIAN COLLEGE,ADRIAN,MI,,,,,irs_990pf
AMERICA S VETDOGS,SMITHTOWN,NY,,,,,irs_990pf
CARING FOR KIDS,CUYAHOGA FLS,OH,,,,,irs_990pf
CERTSGROUP FOUNDATION,ALPINE,UT,,,,,irs_990pf
CURE CHILDHOOD CANCER,ATLANTA,GA,,,,,irs_990pf
FILL THIS HOUSE,CHAGRIN FALLS,OH,,,,,irs_990pf
FOLDS OF HONOR,OWASSO,OK,,,,,irs_990pf
FORUM FOR EDUCATIONAL OPTIONS,MIAMISBURG,OH,,,,,irs_990pf
GOSHEN VALLEY FOUNDATION,CANTON,GA,,,,,irs_990pf
KIDSAVE INTERNATIONAL,WASHINGTON,DC,,,,,irs_990pf
LUTHERAN METROPOLITAN MINISTRY,CLEVELAND,OH,,,,,irs_990pf
MERCURY ONE INC,IRVING,TX,,,,,irs_990pf
MILTON FIRST RESPONDERS FOUNDATION,MILTON,GA,,,,,irs_990pf
NO LONGER BOUND,CUMMING,GA,,,,,irs_990pf
NORTH POINT COMMUNITY CHURCH,ALPHARETTA,GA,,,,,irs_990pf
OHIO MASONIC HOME FOUNDATION,SPRINGFIELD,OH,,,,,irs_990pf
PRISON FELLOWSHIP MINISTRIES,LANSDOWNE,VA,,,,,irs_990pf
SILVER LAKE CONFERENCE CENTER,SHARON,CT,,,,,irs_990pf
STANDUP FOR KIDS,ATLANTA,GA,,,,,irs_990pf
THE UNDERGROUND RAILROAD PROJECT,ANAHEIM,CA,,,,,irs_990pf
THE VILLAGE NETWORK,WOOSTER,OH,,,,,irs_990pf
TOWARDS EMPLOYMENT INC,CLEVELAND,OH,,,,,irs_990pf
WELLSPRING LIVING,ATLANTA,GA,,,,,irs_990pf
THE LITTLE LIGHT HOUSE,TULSA,OK,,,,,irs_990pf
TEXAS TECH FOUNDATION INC,LUBBOCK,TX,,,,,irs_990pf
CIRCLE OF CARE,OKLAHOMA CITY,OK,,,,,irs_990pf
ON THE ROCK MINISTRIES,BARTLESVILLE,OK,,,,,irs_990pf
GOODLAND ACDEMY,HUGO,OK,,,,,irs_990pf
ORAL ROBERTS UNIVERSITY,TULSA,OK,,,,,irs_990pf
MIKE BARBER MINISTRIES,LANCASTER,TX,,,,,irs_990pf
WESLEY FOUNDATION,TULSA,OK,,,,,irs_990pf
SOWERS OF THE HARVEST,WITTER,AR,,,,,irs_990pf
KIDS ACROSS AMERICA,BRANSON,MO,,,,,irs_990pf
ASBURY UNITED METHODIST CHURCH,TULSA,OK,,,,,irs_990pf
RESTORE HOPE MINISTRIES,TULSA,OK,,,,,irs_990pf
WORLD BASEBALL OUTREACH,TULSA,OK,,,,,irs_990pf
OPERATION HOPE,TULSA,OK,,,,,irs_990pf
THE FOLDS OF HONOR,OWASSO,OK,,,,,irs_990pf
YOUTH FOR CHRIST USA INC,ENGLEWOOD,CO,,,,,irs_990pf
HEARTS FOR HEARING FOUNDATION,OKLAHOMA CITY,OK,,,,,irs_990pf
STAND IN THE GAP INC,TULSA,OK,,,,,irs_990pf
MUSICIANS INSPIRING CHILDREN INC,FAYETVILLE,AR,,,,,irs_990pf
THE HUMANE SOCIETY OF THE OZARKS,FAYETVILLE,AR,,,,,irs_990pf
TULSA DREAM CENTER INC,TULSA,OK,,,,,irs_990pf
COLLEGE MOXIE INC,ANAHEIM,CA,,,,,irs_990pf
VISION FOR CHILDREN,TULSA,OK,,,,,irs_990pf
EDUCATION FOR ALL CHILDREN,Rye,NH,,,,,irs_990pf
READWORKS,BROOKLYN,NY,,,,,irs_990pf
WESTCOAST BLACK THEATRE,SARASOTA,FL,,,,,irs_990pf
POLY PREP COUNTRY DAY SCHOOL,BROOKLYN,NY,,,,,irs_990pf
THE KESTREL LAND TRUST,AMHERST,MA,,,,,irs_990pf
A PRECIOUS CHILD,BROOMFIELD,CO,,,,,irs_990pf
ALMOST HOME,BRIGHTON,CO,,,,,irs_990pf
ANCHOR CENTER,DENVER,CO,,,,,irs_990pf
ASHLEY DOOLITTLE FOUNDATION,LOVELAND,CO,,,,,irs_990pf
BRENT S PLACE BRENT ELEY FOUNDATION,AURORA,CO,,,,,irs_990pf
BROOMFIELD FISH,BROOMFIELD,CO,,,,,irs_990pf
BROOMFIELD MEALS ON WHEELS,BROOMFIELD,CO,,,,,irs_990pf
GRAND SENIORS MOUNTAIN FAMILY CENTER,GRANBY,CO,,,,,irs_990pf
HOPE HOUSE OF COLORADO,ARVADA,CO,,,,,irs_990pf
JOSHUA S STOREHOUSE AND DISTRIBUTIO,CASPER,WY,,,,,irs_990pf
KITCHEN ANGELS OF SANTA FE,SANTA FE,NM,,,,,irs_990pf
NORTHGLENN HISTORIC PRESERVATION FOUNDATION,NORTHGLENN,CO,,,,,irs_990pf
RONALD MCDONDALD HOUSE,DENVER,CO,,,,,irs_990pf
TEF BERTHOUD SCHOOLS FUND,LOVELAND,CO,,,,,irs_990pf
THE CATHOLIC FOUNDATION ALLIANCE,DENVER,CO,,,,,irs_990pf
THE URBAN FARM,DENVER,CO,,,,,irs_990pf
THERE WITH CARE,BOULDER,CO,,,,,irs_990pf
ALZHEIMER S ASSOCIATION NATIONAL OFFICE,CHICAGO,IL,,,,,irs_990pf
ELMHURST ART MUSUEM,ELMHURST,IL,,,,,irs_990pf
ELMHURST COLLEGE,ELMHURST,IL,,,,,irs_990pf
ELMHURST SYMPHONY ORCHESTRA,ELMHURST,IL,,,,,irs_990pf
ELMHURST WALK-IN MINISTRY - ST PETER S CHURCH OF CHRIST,ELMHURST,IL,,,,,irs_990pf
MILLIKIN UNIVERSITY,DECATUR,IL,,,,,irs_990pf
ST PETER S UC OF CHRIST CHURCH,ELMHURST,IL,,,,,irs_990pf
DYNASTY CHEERABILITIES,DRAPER,UT,,,,,irs_990pf
2ND STAGE THEATER,NEW YORK,NY,,,,,irs_990pf
ATWILL MEMORIAL CHAPEL,NORTHPOINT,MI,,,,,irs_990pf
ELITE PEORIA PARK DISTRICT,PEORIA,IL,,,,,irs_990pf
HEARTLAND SYMPHONY ORCHESTRA,PEORIA,IL,,,,,irs_990pf
IWEC,NEW YORK,NY,,,,,irs_990pf
PEABODY ESSEX MUSEUM,SALEM,MA,,,,,irs_990pf
PEORIA PUBLIC SCHOOLS FOUNDATION,PEORIA,IL,,,,,irs_990pf
PEORIA RIVERFRONT MUSEUM,PEORIA,IL,,,,,irs_990pf
PHILLIPS ACADEMY PEABODY MUSEUM,ANDOVER,MA,,,,,irs_990pf
UCSF FOUNDATION,SAN FRANCISCO,CA,,,,,irs_990pf
UNIVERSITY OF MICHIGAN LIBRARY,ANN ARBOR,MI,,,,,irs_990pf
UNIVERSITY OF MICHIGAN MUSEUM OF ART,ANN ARBOR,MI,,,,,irs_990pf
BRAD WENTLANDT,SUMMERFIELD,FL,,,,,irs_990pf
TRUETT MCCONNELL COLLEGE,CLEVELAND,GA,,,,,irs_990pf
SHORTER UNIVERSITY,ROME,GA,,,,,irs_990pf
LANIER TECHNICAL COLLEGE,OAKWOOD,GA,,,,,irs_990pf
UNSEEN HANDS MINISTRY,CUMMING,GA,,,,,irs_990pf
BREWTON-PARKER COLLEGE,MT VERNON,GA,,,,,irs_990pf
BELL RESEARCH CENTER,CUMMING,GA,,,,,irs_990pf
WARRIOR 2 CITIZEN,ATLANTA,GA,,,,,irs_990pf
UNTED WAY OF FORSYTH COUNTY,CUMMING,GA,,,,,irs_990pf
GEORGIA MOUNTAIN FOOD BANK,FLOWERY BRANCH,GA,,,,,irs_990pf
DAWSON FORSYTH FCA,CUMMING,GA,,,,,irs_990pf
MENTOR ME NORTH GEORGIA INC,CUMMING,GA,,,,,irs_990pf
USO,ATLANTA,GA,,,,,irs_990pf
BALD RIDGE LODGE INC,CUMMING,GA,,,,,irs_990pf
LEADERSHIP FORSYTH,CUMMING,GA,,,,,irs_990pf
CAMP AMPLIFY,WINDER,GA,,,,,irs_990pf
CREATIVE ENTERPRISES INC,CUMMING,GA,,,,,irs_990pf
FCA CHEROKEE COUNTY,CANTON,GA,,,,,irs_990pf
EAGLE RANCH,CHESTNUT MTN,GA,,,,,irs_990pf
MEALS BY GRACE,CUMMING,GA,,,,,irs_990pf
CASA OF FORSYTH COUNTY,CUMMING,GA,,,,,irs_990pf
THE CONNECTION,CUMMING,GA,,,,,irs_990pf
DANIEL KUCHARIK,WEST CHESTER,PA,,,,,irs_990pf
ARTFUSION 19464,POTTSTOWN,PA,,,,,irs_990pf
LUCAS GRAY,ITHACA,NY,,,,,irs_990pf
ABIGAYLE REISNER,SPRING CITY,PA,,,,,irs_990pf
JASON BUCKWATER,UNIVERSITY PARK,PA,,,,,irs_990pf
POTTSTOWN REGIONAL PUBLIC LIBRARY,POTTSTOWN,PA,,,,,irs_990pf
GREEN ALLIES,GREEN LANE,PA,,,,,irs_990pf
BOY SCOUTS OF AMERICA CAPITOL AREA,AUSTIN,TX,,,,,irs_990pf
CANYON LAKE CHURCH OF CHRIST,CANYON LAKE,TX,,,,,irs_990pf
CHRIST PRESBYTERIAN CHURCH,NEW BRAUNFELS,TX,,,,,irs_990pf
CTMC FOUNDATION,SAN MARCOS,TX,,,,,irs_990pf
EDEN HILL COMMUNITIES,NEW BRAUNFELS,TX,,,,,irs_990pf
FIRST PRESBYTERIAN CHURCH SM,SAN MARCOS,TX,,,,,irs_990pf
FIRST UNITED METHODIST CHURCH GT,GEORGETOWN,TX,,,,,irs_990pf
FIRST UNITED METHODIST CHURCH NB,NEW BRAUNFELS,TX,,,,,irs_990pf
FIRST UNITED METHODIST CHURCH PS,PEARSALL,TX,,,,,irs_990pf
FIRST UNITED METHODIST CHURCH SM,SAN MARCOS,TX,,,,,irs_990pf
FIRST UNITED METHODIST CHURCH LUBB,LUBBOCK,TX,,,,,irs_990pf
GREATER BETHEL BAPTIST CHURCH,SAN MARCOS,TX,,,,,irs_990pf
THE HERITAGE ASSOCIATION OF SAN MAR,SAN MARCOS,TX,,,,,irs_990pf
HOPE HOSPICE,NEW BRAUNFELS,TX,,,,,irs_990pf
HILL COUNTRY DAILY BREAD MINISTRIES,BOERNE,TX,,,,,irs_990pf
OAKWOOD BAPTIST CHURCH,NEW BRAUNFELS,TX,,,,,irs_990pf
SAN MARCOS ACADEMY,SAN MARCOS,TX,,,,,irs_990pf
ST MARK S EPISCOPAL CHURCH,SAN MARCOS,TX,,,,,irs_990pf
TARRYTOWN UNITED METHODIST CHURCH,AUSTIN,TX,,,,,irs_990pf
TEXAS LIONS CAMP,KERRVILLE,TX,,,,,irs_990pf
TEXAS STATE UNIVERSITY-SAN MARCOS,SAN MARCOS,TX,,,,,irs_990pf
TWICE BLESSED CONSIGNMENT SHOP,SAN MARCOS,TX,,,,,irs_990pf
UNITED METHODIST WOMEN,NEW YORK,NY,,,,,irs_990pf
YOUNG LIFE-HAYS COUNTY,SAN MARCOS,TX,,,,,irs_990pf
AMERICAN COMMUNITY GARDENING ASSOCIATION,COLLEGE PARK,GA,,,,,irs_990pf
CORNISH COLLEGE OF ARTS,SEATTLE,WA,,,,,irs_990pf
TOWN HALL SEATTLE,SEATTLE,WA,,,,,irs_990pf
NOTRE DAME COLLEGE PREP,NILES,IL,,,,,irs_990pf
ART INSTITUTE CHICAGO,CHICAGO,IL,,,,,irs_990pf
SOUTH BEND HERITAGE FOUNDATION,SOUTH BEND,IN,,,,,irs_990pf
A ROSIE PLACE,SOUTH BEND,IN,,,,,irs_990pf
ALCOHOL ADDICTIONS RESOURCE CENTE,SOUTH BEND,IN,,,,,irs_990pf
BOY SCOUTS LASALLE COUNCIL,SOUTH BEND,IN,,,,,irs_990pf
COMMUNITY FOUNDATION OF ST JOE COUN,SOUTH BEND,IN,,,,,irs_990pf
CONNICK STAINED GLASS FOUNDATION LT,NEWTONVILLE,MA,,,,,irs_990pf
ELKHART MEMORIAL HS YOUNG ADULT PRO,ELKHART,IN,,,,,irs_990pf
FIRST AME ZION CHURCH,SOUTH BEND,IN,,,,,irs_990pf
FISCHOFF NATIONAL CHAMBER MUSIC,NOTRE DAME,IN,,,,,irs_990pf
FOODBANK NORTHERN INDIANA,SOUTH BEND,IN,,,,,irs_990pf
GOOD SHEPHERD MONTESSORI SCHOOL,SOUTH BEND,IN,,,,,irs_990pf
INDIANAPOLIS LEGAL AID SOCIETY,INDIANAPOLIS,IN,,,,,irs_990pf
RIBBON OF HOPE,LAPORTE,IN,,,,,irs_990pf
SNITE MUSUEM,NOTRE DAME,IN,,,,,irs_990pf
SOUTH BEND CIVIC THEATER,SOUTH BEND,IN,,,,,irs_990pf
